file_hash,job_name,job,SUGGESTED_WORKFLOW_TYPE,workflow_type,repository,LLM_LABEL,LLM_REASON,REFINED_LLM_LABEL,REFINEMENT_ITERATIONS,REFINEMENT_HISTORY
88cdf6b00d86ed806397597c975fa46f1e4172aa518de22c5548a194abab2768,eslint,"{if: '${{ github.event.label.name == ''ci/ui'' }}', runs-on: ubuntu-latest, steps: [
    {uses: actions/checkout@v3}, {name: Set up Node.js, uses: actions/setup-node@v2,
      with: {node-version: '18'}}, {id: yarn-cache-dir-path, name: Get yarn cache
        directory path, run: 'echo ""::set-output name=dir::$(yarn cache dir)""'}, {
      id: yarn-cache, uses: actions/cache@v2, with: {key: '${{ runner.os }}-yarn-${{
          hashFiles(''**/yarn.lock'') }}', path: '${{ steps.yarn-cache-dir-path.outputs.dir
          }}

          ', restore-keys: '${{ runner.os }}-yarn-

          '}}, {continue-on-error: true, if: '${{ steps.yarn-cache.outputs.cache-hit
        != ''true'' }}', name: List the state of node modules, run: yarn list}, {
      name: Install Node.js dependencies, run: yarn install}, {name: Run lint, run: yarn
        lint}]}
",['lint'],lint_security,Canner__WrenAI,[lint_security],"Sets up Node.js environment, installs dependencies, and runs linting checks on codebase.",lint_security,1.0,"[('[lint_security]', '[STOP]')]"
8a97da004dfb4e76e9156cc2fdcffeede96a1f98c14d798669c0115efc6c68eb,build-image,"{outputs: {tag_name: '${{ steps.tag-preparation.outputs.TAG_NAME }}'}, runs-on: '${{
    matrix.arch.runner }}', steps: [{uses: actions/checkout@v4}, {name: Login to GitHub
        Container Registry, uses: docker/login-action@v3, with: {password: '${{ secrets.GITHUB_TOKEN
          }}', registry: ghcr.io, username: '${{ github.actor }}'}}, {id: tag-preparation,
      name: Prepare tag name, run: ""if [ -n \""${{ github.event.inputs.docker_image_tag_name\
        \ }}\"" ]; then\n  tag_name=${{ github.event.inputs.docker_image_tag_name }}\n\
        else\n  tag_name=$(echo ${{ github.ref_name }} | sed 's/[^a-zA-Z0-9]/-/g')-$(git\
        \ log -1 --pretty=%h)\nfi\necho \""TAG_NAME=$tag_name\"" >> $GITHUB_OUTPUT\n""},
    {name: Set up Docker Buildx, uses: docker/setup-buildx-action@v3}, {name: Prepare
        platform, run: 'platform=${{ matrix.arch.platform }}

        echo ""PLATFORM_PAIR=${platform//\//-}"" >> $GITHUB_ENV

        '}, {id: build, name: Build and push by digest, uses: docker/build-push-action@v6,
      with: {context: ./wren-ui, labels: '${{ env.WREN_UI_IMAGE }}', outputs: 'type=image,name=${{
          env.WREN_UI_IMAGE }},push-by-digest=true,name-canonical=true,push=true',
        platforms: '${{ matrix.arch.platform }}'}}, {name: Export digest, run: 'mkdir
        -p /tmp/digests

        digest=""${{ steps.build.outputs.digest }}""

        touch ""/tmp/digests/${digest#sha256:}""

        '}, {name: Upload digest, uses: actions/upload-artifact@v4, with: {if-no-files-found: error,
        name: 'digests-${{ env.PLATFORM_PAIR }}', path: /tmp/digests/*, retention-days: 1}}],
  strategy: {fail-fast: false, matrix: {arch: [{platform: linux/amd64, runner: ubuntu-latest},
        {platform: linux/arm64, runner: linux_arm64_runner}]}}}
",['build'],deploy_release,Canner__WrenAI,[build|deploy_release],Builds Docker images with push=true and logs into container registry for deployment.,build | deploy_release,2.0,"[('[build|deploy_release]', 'ISSUE: The classification includes `deploy_release` but this is incorrect. The job uses `push=true` in the Docker build step, which pushes images to a registry. However, this is a **multi-platform build job that pushes intermediate digests**, not a release deployment. The actual release consolidation (manifest creation and final push) would occur in a separate job.\n\nSUGGESTION: The classification should be `[build]` only. This job compiles/builds Docker images and pushes them by digest to the registry as part of a multi-platform build pipeline, which is a build operation. `deploy_release` should be reserved for jobs that create GitHub Releases, sign artifacts with cosign, or perform final release-level deployments—not intermediate build artifact pushes.'), ('[build]\nReason: Multi-platform Docker image build with intermediate digest push, not final release deployment.', 'ISSUE: The classification is incomplete. The YAML contains `push=true` in the build-push-action, which indicates images are being pushed to the registry (ghcr.io). This is a characteristic of deploy_release operations, not just build.\n\nSUGGESTION: The classification should be `[build, deploy_release]`. While this is an intermediate multi-platform build step, the explicit `push=true` parameter means images are actively being deployed/pushed to the container registry. This satisfies the deploy_release criterion of ""Pushing images (push: true)"". The job performs both compilation/building (build) and pushing to registry (deploy_release).')]"
8a97da004dfb4e76e9156cc2fdcffeede96a1f98c14d798669c0115efc6c68eb,merge,"{needs: [build-image], runs-on: ubuntu-latest, steps: [{name: Download digests, uses: actions/download-artifact@v4,
      with: {merge-multiple: true, path: /tmp/digests, pattern: digests-*}}, {name: Set
        up Docker Buildx, uses: docker/setup-buildx-action@v3}, {id: meta, name: Docker
        meta, uses: docker/metadata-action@v5, with: {images: '${{ env.WREN_UI_IMAGE
          }}', tags: '${{ needs.build-image.outputs.tag_name }}

          '}}, {name: Login to GitHub Container Registry, uses: docker/login-action@v3,
      with: {password: '${{ secrets.GITHUB_TOKEN }}', registry: ghcr.io, username: '${{
          github.actor }}'}}, {name: Create manifest list and push, run: ""TAGS=$(echo\
        \ \""${{ steps.meta.outputs.tags }}\"" | awk '{printf \""--tag %s \"", $0}')\n\
        docker buildx imagetools create $(jq -cr '.tags | map(\""-t \"" + .) | join(\""\
        \ \"")' <<< \""$DOCKER_METADATA_OUTPUT_JSON\"") \\\n  $(printf '${{ env.WREN_UI_IMAGE\
        \ }}@sha256:%s ' *) \\\n  $TAGS\n"", working-directory: /tmp/digests}]}
",['build'],deploy_release,Canner__WrenAI,[deploy_release],Authenticates to container registry and pushes Docker image manifest with tags.,deploy_release,1.0,"[('[deploy_release]', '[STOP]')]"
8c7e8343ecea27938dc3807b9c716145342866bb64da75783a24764c786fdff1,tag-pr,"{permissions: {pull-requests: write}, runs-on: ubuntu-latest, steps: [{name: Checkout
        code, uses: actions/checkout@v3, with: {fetch-depth: 0}}, {id: changed-files,
      name: Get changed files, uses: tj-actions/changed-files@v46}, {name: Tag PR
        based on changed files and title, uses: actions/github-script@v6, with: {
        github-token: '${{ secrets.GITHUB_TOKEN }}', script: ""const changedFiles =\
          \ '${{ steps.changed-files.outputs.all_changed_files }}'.split(' ');\nconst\
          \ labels = new Set();\n\n// Define label colors\nconst labelColors = {\n\
          \  'wren-ui': 'f29513',        // Orange\n  'launcher': 'f29513',      \
          \ // Orange (same as wren-ui)\n  'wren-ai-service': 'f29513', // Orange\
          \ (same as wren-ui)\n  'deployment': '0075ca',     // Blue\n  'ai-env-changed':\
          \ 'd73a4a',  // Red\n  'ui-env-changed': 'd73a4a'   // Red\n};\n\n\n// Check\
          \ for files in specific directories\nfor (const file of changedFiles) {\n\
          \  if (file.startsWith('wren-ui/src/')) {\n    labels.add('wren-ui');\n\
          \  } else if (file.startsWith('deployment/')) {\n    labels.add('deployment');\n\
          \  } else if (file.startsWith('wren-launcher/')) {\n    labels.add('launcher');\n\
          \  } else if (file.startsWith('wren-ai-service/')) {\n    labels.add('wren-ai-service');\n\
          \  } \n  if (file.startsWith('docker/') && file.includes('.example')) {\n\
          \    labels.add('ai-env-changed'); \n  }\n  if (file.startsWith('wren-ui/src/apollo/server/config.ts'))\
          \ {\n    labels.add('ui-env-changed');\n  }\n}\n\n// Extract milestone from\
          \ PR title\nconst prTitle = context.payload.pull_request.title;\nconst milestoneMatch\
          \ = prTitle.match(/\\(milestone:\\s*([^)]+)\\)/i);\n\nif (milestoneMatch\
          \ && milestoneMatch[1]) {\n  const milestone = milestoneMatch[1].trim();\n\
          \  if (milestone) {\n    labels.add(milestone);\n    console.log(`Found\
          \ milestone in PR title: ${milestone}`);\n  }\n}\n\n// Append env changed\
          \ label to PR title\nif (labels.has('ai-env-changed')) {\n  // check if\
          \ pr title contains \""ai-env-changed\""\n  if (!prTitle.includes('ai-env-changed'))\
          \ {\n    const newTitle = `${prTitle} (ai-env-changed)`;\n    await github.rest.issues.update({\n\
          \      owner: context.repo.owner,\n      repo: context.repo.repo,\n    \
          \  issue_number: context.issue.number,\n      title: newTitle\n    });\n\
          \  }\n}\n\nif (labels.has('ui-env-changed')) {\n  // check if pr title contains\
          \ \""ui-env-changed\""\n  if (!prTitle.includes('ui-env-changed')) {\n   \
          \ const newTitle = `${prTitle} (ui-env-changed)`;\n    await github.rest.issues.update({\n\
          \      owner: context.repo.owner,\n      repo: context.repo.repo,\n    \
          \  issue_number: context.issue.number,\n      title: newTitle\n    });\n\
          \  }\n}\n\nif (labels.size > 0) {\n  // Create or update labels with colors\n\
          \  for (const label of labels) {\n    try {\n      // Try to create the\
          \ label with color\n      if (labelColors[label]) {\n        await github.rest.issues.createLabel({\n\
          \          owner: context.repo.owner,\n          repo: context.repo.repo,\n\
          \          name: label,\n          color: labelColors[label]\n        });\n\
          \      }\n    } catch (error) {\n      // Label already exists, update its\
          \ color if needed\n      if (labelColors[label]) {\n        try {\n    \
          \      await github.rest.issues.updateLabel({\n            owner: context.repo.owner,\n\
          \            repo: context.repo.repo,\n            name: label,\n      \
          \      color: labelColors[label]\n          });\n        } catch (updateError)\
          \ {\n          console.log(`Could not update color for label ${label}: ${updateError.message}`);\n\
          \        }\n      }\n    }\n  }\n  \n  // Add labels to PR\n  await github.rest.issues.addLabels({\n\
          \    owner: context.repo.owner,\n    repo: context.repo.repo,\n    issue_number:\
          \ context.issue.number,\n    labels: Array.from(labels)\n  });\n  \n  console.log(`Added\
          \ labels: ${Array.from(labels).join(', ')}`);\n} else {\n  console.log('No\
          \ matching directories or milestone found');\n}\n""}}]}
",['unknown'],lint_security,Canner__WrenAI,[no_ops],Automatically tags PRs based on changed files and title; no functional impact on code or deployment.,no_ops,2.0,"[('[no_ops]', 'ISSUE: The classification as [no_ops] is incorrect. This job performs functional operations that impact the PR workflow.\n\nSUGGESTION: The correct classification should be [lint_security] or a combination including policy checks. \n\nREASONING: The job:\n1. Analyzes changed files to determine relevant labels\n2. Extracts milestones from PR titles\n3. Updates PR titles when environment changes are detected\n4. Creates/updates/applies labels to PRs with specific colors\n\nThese are policy/metadata enforcement operations that affect PR organization and visibility. While not traditional linting or security scanning, this job enforces labeling policies and PR metadata standards, which aligns with the ""path/policy checks"" aspect of the lint_security category. The job has clear functional impact on PR management workflows, making [no_ops] a false negative.'), ('[lint_security]\nReason: Enforces PR labeling policies and metadata standards based on changed files and title patterns.', ""ISSUE: The classification as [lint_security] is incorrect. This job performs no linting, security scanning, vulnerability checks, or policy enforcement in the traditional sense.\n\nSUGGESTION: This should be classified as [no_ops]. The job only applies labels to PRs based on changed files and title patterns—it's a metadata/organizational task with no functional impact on code quality, security, or deployment. It doesn't compile, test, deploy, or scan anything; it merely tags PRs for organizational purposes."")]"
9b490f066d0a3f6573e57afc8f07985e4ee725e77fd24872ce7651fd8f025a5b,build-image,"{runs-on: '${{ matrix.arch.runner }}', steps: [{uses: actions/checkout@v4}, {name: Login
        to GitHub Container Registry, uses: docker/login-action@v3, with: {password: '${{
          secrets.GITHUB_TOKEN }}', registry: ghcr.io, username: '${{ github.actor
          }}'}}, {name: Set up Docker Buildx, uses: docker/setup-buildx-action@v3},
    {name: Prepare platform, run: 'platform=${{ matrix.arch.platform }}

        echo ""PLATFORM_PAIR=${platform//\//-}"" >> $GITHUB_ENV

        '}, {id: build, name: Build and push by digest, uses: docker/build-push-action@v6,
      with: {context: ./wren-ui, labels: '${{ env.WREN_UI_IMAGE }}', outputs: 'type=image,name=${{
          env.WREN_UI_IMAGE }},push-by-digest=true,name-canonical=true,push=true',
        platforms: '${{ matrix.arch.platform }}'}}, {name: Export digest, run: 'mkdir
        -p /tmp/digests

        digest=""${{ steps.build.outputs.digest }}""

        touch ""/tmp/digests/${digest#sha256:}""

        '}, {name: Upload digest, uses: actions/upload-artifact@v4, with: {if-no-files-found: error,
        name: 'digests-${{ env.PLATFORM_PAIR }}', path: /tmp/digests/*, retention-days: 1}}],
  strategy: {fail-fast: false, matrix: {arch: [{platform: linux/amd64, runner: ubuntu-latest},
        {platform: linux/arm64, runner: linux_arm64_runner}]}}}
",['build'],build|deploy_release,Canner__WrenAI,[build|deploy_release],Builds Docker images with multi-platform support and pushes to registry (push=true).,build | deploy_release,2.0,"[('[build|deploy_release]', 'ISSUE: The classification includes `deploy_release` but this is incorrect. The job builds and pushes Docker images (`push=true`), but does NOT perform release operations. There is no signing (cosign), no GitHub Release creation, and no release artifact management. The push is part of the build process for multi-platform images, not a release deployment.\n\nSUGGESTION: The classification should be `[build]` only. This job compiles/builds Docker images and pushes them to a registry as part of the build pipeline, which is the core definition of the build category. The push is a build artifact distribution mechanism, not a release operation.'), ('[build]\nReason: Builds and pushes Docker images to registry; no signing, GitHub Release, or release artifact management.', 'ISSUE: The classification is incomplete. The YAML contains `push=true` in the docker/build-push-action outputs, which indicates images are being pushed to a registry (ghcr.io). This is a characteristic of the `deploy_release` category.\n\nSUGGESTION: The correct classification should be `[build, deploy_release]`. While the job does compile/build Docker images (build), it also actively pushes them to a registry with `push=true`, which falls under deployment activities. The reasoning provided only acknowledges the build aspect and explicitly excludes deploy_release based on the absence of signing and GitHub Releases, but pushing images to a registry is itself a deploy_release activity regardless of whether signing or GitHub Releases are present.')]"
9b490f066d0a3f6573e57afc8f07985e4ee725e77fd24872ce7651fd8f025a5b,merge,"{needs: [build-image], runs-on: ubuntu-latest, steps: [{name: Download digests, uses: actions/download-artifact@v4,
      with: {merge-multiple: true, path: /tmp/digests, pattern: digests-*}}, {name: Set
        up Docker Buildx, uses: docker/setup-buildx-action@v3}, {id: meta, name: Docker
        meta, uses: docker/metadata-action@v5, with: {images: '${{ env.WREN_UI_IMAGE
          }}', tags: '${{ github.event.inputs.version }}

          '}}, {name: Login to GitHub Container Registry, uses: docker/login-action@v3,
      with: {password: '${{ secrets.GITHUB_TOKEN }}', registry: ghcr.io, username: '${{
          github.actor }}'}}, {name: Create manifest list and push, run: ""TAGS=$(echo\
        \ \""${{ steps.meta.outputs.tags }}\"" | awk '{printf \""--tag %s \"", $0}')\n\
        docker buildx imagetools create $(jq -cr '.tags | map(\""-t \"" + .) | join(\""\
        \ \"")' <<< \""$DOCKER_METADATA_OUTPUT_JSON\"") \\\n  $(printf '${{ env.WREN_UI_IMAGE\
        \ }}@sha256:%s ' *) \\\n  $TAGS\n"", working-directory: /tmp/digests}]}
",['build'],deploy_release,Canner__WrenAI,[deploy_release],Logs into container registry and pushes Docker image manifest with version tags.,deploy_release,1.0,"[('[deploy_release]', '[STOP]')]"
9b490f066d0a3f6573e57afc8f07985e4ee725e77fd24872ce7651fd8f025a5b,tag-ui-version,"{needs: [merge], runs-on: ubuntu-latest, steps: [{id: generate-token, name: Generate
        a token, uses: actions/create-github-app-token@v1, with: {app-id: '${{ vars.CI_APP_ID
          }}', private-key: '${{ secrets.CI_APP_PRIVATE_KEY }}'}}, {uses: actions/checkout@v4,
      with: {fetch-depth: 0, token: '${{ steps.generate-token.outputs.token }}'}},
    {name: Set up Git, run: 'git config --global user.name ""wren-ai[bot]""

        git config --global user.email ""dev@cannerdata.com""

        '}, {id: changelog, name: Generate and Save Change Log, run: ""echo \""Generating\
        \ change log...\""\nPREVIOUS_VERSION=release/ui/$(jq -r '.version' package.json)\n\
        echo \""Previous version: $PREVIOUS_VERSION\""\necho \""================ change\
        \ log ================\""\nCHANGE_LOG=$(git log --pretty=format:\""%s\"" $PREVIOUS_VERSION..HEAD\
        \ | grep wren-ui)\necho \""================ change log ================\""\n\
        \n# Separate the change log into categories\nFEATURES=$(echo \""$CHANGE_LOG\""\
        \ | grep \""^feat\"" | sed 's/^/- /')\nFIXES_AND_CHORES=$(echo \""$CHANGE_LOG\""\
        \ | grep -E \""^(fix|chore)\"" | sed 's/^/- /')\n\n# Create the full change\
        \ log\nFULL_CHANGE_LOG=\""\\nChangelog for the version\\n\""\nif [ -n \""$FEATURES\""\
        \ ]; then\n  FULL_CHANGE_LOG+=\""\\nFeature and Enhancement\\n$FEATURES\""\n\
        fi\nif [ -n \""$FIXES_AND_CHORES\"" ]; then\n  FULL_CHANGE_LOG+=\""\\n\\nFixes\
        \ and Chores\\n$FIXES_AND_CHORES\""\nfi\n\n{\n  echo \""CHANGE_LOG<<EOF\""\n\
        \  echo -e \""$FULL_CHANGE_LOG\""\n  echo EOF\n} >> $GITHUB_ENV\n""}, {name: Update
        Wren-UI version, run: 'version=${{ github.event.inputs.version }}

        sed -i ''s/""version"": ""[^""]*""/""version"": ""''""$version""''""/'' package.json

        git add package.json

        git commit -m ""update wren-ui version to $version""

        git push

        git tag -a ""release/ui/$version"" -m ""${{ env.CHANGE_LOG }}""

        git push origin ""release/ui/$version""

        '}]}
",['build'],deploy_release,Canner__WrenAI,[deploy_release],"Generates changelog, updates version, commits changes, and creates/pushes git tags for release.",deploy_release,2.0,"[('[deploy_release]', 'ISSUE: The classification is incomplete. The job performs multiple distinct operations that span multiple categories.\n\nSUGGESTION: The correct classification should be [deploy_release, build]. \n\nReasoning:\n- **deploy_release**: The job creates and pushes a Git tag (`git tag -a ""release/ui/$version""` and `git push origin ""release/ui/$version""`), which is a release artifact creation activity.\n- **build**: The job updates the version in `package.json` and commits this change (`git add package.json`, `git commit`), which constitutes updating dependencies/metadata and preparing a release build.\n\nThe current classification only captures the release aspect but misses the build/version update component that precedes it.'), ('[build | deploy_release]\nReason: Updates package.json version, commits changes, creates and pushes Git release tag.', 'ISSUE: The classification includes ""build"" but the job performs no compilation, dependency updates, or Docker image building. The job is purely about version management and release tagging.\n\nSUGGESTION: The classification should be [deploy_release] only. The job updates version metadata, creates a Git tag, and pushes it to the repository—all characteristic of release operations. There is no build activity present.')]"
ce81b64e75daba7a9484115cf577e1f7da476b139db85413894ca926bd413e48,create-release-pr,"{runs-on: ubuntu-latest, steps: [{name: Checkout repository, uses: actions/checkout@v3},
    {name: Setup Git Identity, run: 'git config --global user.name ""wren-ai[bot]""

        git config --global user.email ""dev@cannerdata.com""

        '}, {name: Update docker.go, run: 'FILE_PATH=""wren-launcher/utils/docker.go""


        # Replace the WREN_PRODUCT_VERSION value with the new release version

        sed -i ""s/WREN_PRODUCT_VERSION\s*string = \""[^\""]*\""/WREN_PRODUCT_VERSION\tstring
        = \""${{ github.event.inputs.release_version }}\""/"" $FILE_PATH


        # Verify the changes

        grep ""WREN_PRODUCT_VERSION"" $FILE_PATH

        '}, {name: Update .env.example, run: 'FILE_PATH=""docker/.env.example""


        # Update all versions in the .env.example file

        sed -i ""s/WREN_PRODUCT_VERSION=.*/WREN_PRODUCT_VERSION=${{ github.event.inputs.release_version
        }}/"" $FILE_PATH

        sed -i ""s/WREN_ENGINE_VERSION=.*/WREN_ENGINE_VERSION=${{ github.event.inputs.engine_version
        }}/"" $FILE_PATH

        sed -i ""s/IBIS_SERVER_VERSION=.*/IBIS_SERVER_VERSION=${{ github.event.inputs.engine_version
        }}/"" $FILE_PATH

        sed -i ""s/WREN_AI_SERVICE_VERSION=.*/WREN_AI_SERVICE_VERSION=${{ github.event.inputs.ai_version
        }}/"" $FILE_PATH

        sed -i ""s/WREN_UI_VERSION=.*/WREN_UI_VERSION=${{ github.event.inputs.ui_version
        }}/"" $FILE_PATH


        # Verify the changes

        grep ""VERSION"" $FILE_PATH

        '}, {name: Show git status, run: git status}, {name: Show git diff, run: 'echo
        ""===== Git diff for changed files =====""

        git diff

        '}, {name: Create PR, uses: peter-evans/create-pull-request@v7, with: {base: main,
        body: 'Release ${{ github.event.inputs.release_version }}', branch: 'release/${{
          github.event.inputs.release_version }}', commit-message: 'release ${{ github.event.inputs.release_version
          }}', draft: false, title: 'Release ${{ github.event.inputs.release_version
          }}'}}]}
",['unknown'],deploy_release,Canner__WrenAI,[deploy_release],Updates version files and creates release PR for new product version deployment.,deploy_release,2.0,"[('[deploy_release]', 'ISSUE: The classification assigns `deploy_release` but this job does not push images, sign artifacts, or create GitHub Releases. It only modifies source files and opens a pull request.\n\nSUGGESTION: The correct classification should be `build`. This job updates version strings in configuration files (docker.go, .env.example) and creates a PR—activities that prepare code for release but do not constitute actual deployment. The `deploy_release` category requires concrete deployment actions like image pushes or release publishing, which are absent here.'), ('[build]\nReason: Updates version strings in source files and creates PR; no image push, signing, or release publishing.', 'ISSUE: The classification is incomplete. The job performs version updates and creates a pull request, but this is fundamentally a release preparation workflow, not a build operation.\n\nSUGGESTION: The correct classification should be [deploy_release]. While the job doesn\'t push images or sign artifacts, it explicitly creates a GitHub pull request for a release (evidenced by branch naming `release/${{ github.event.inputs.release_version }}`, commit message ""release"", and PR title ""Release ${{ github.event.inputs.release_version }}""). This is a release workflow step. The [build] category is for compiling code and building artifacts, which this job does not do—it only modifies version configuration files and initiates the release process via PR creation.')]"
d511b214da69f08fe7b2f8e43ffe8ced525d8e28abef8ab7236b35ae8f65e33c,release,"{if: '${{ github.event_name == ''issue_comment'' && contains(github.event.comment.body,
    ''/release-rc'') && startsWith(github.event.issue.title, ''Release'') }}', runs-on: macos-latest,
  steps: [{name: Checkout repository, uses: actions/checkout@v4, with: {ref: main}},
    {name: Set up Go, uses: actions/setup-go@v4, with: {go-version: 1.23.0}}, {name: Add
        rocket emoji to comment, run: ""curl -X POST -H \""Authorization: token ${{\
        \ secrets.GITHUB_TOKEN }}\"" \\\n-d '{\""body\"": \""\U0001F680 Starting the release\
        \ process!\""}' \\\n\""https://api.github.com/repos/${{ github.repository }}/issues/${{\
        \ github.event.issue.number }}/comments\""\n""}, {env: {GITHUB_ISSUE_TITLE: '${{
          github.event.issue.title }}'}, id: parse_release_version, name: Parse release
        version from PR title, run: 'release_version=$(echo ""$GITHUB_ISSUE_TITLE""
        | sed ''s/ /\n/g'' | tail -n 1)

        echo ""Release version: $release_version""

        echo ""release_version=$release_version"" >> $GITHUB_OUTPUT

        '}, {name: Build for macOS, run: 'mkdir -p dist

        env GOARCH=amd64 GOOS=darwin CGO_ENABLED=1 go build -o dist/wren-launcher-darwin
        main.go

        cd dist && chmod +x wren-launcher-darwin && tar zcvf wren-launcher-darwin.tar.gz
        wren-launcher-darwin

        ', working-directory: ./wren-launcher}, {name: Build for macOS(arm64), run: 'mkdir
        -p dist

        env GOARCH=arm64 GOOS=darwin CGO_ENABLED=1 go build -o dist/wren-launcher-darwin-arm64
        main.go

        cd dist && chmod +x wren-launcher-darwin-arm64 && tar zcvf wren-launcher-darwin-arm64.tar.gz
        wren-launcher-darwin-arm64

        ', working-directory: ./wren-launcher}, {name: Build for Linux, run: 'mkdir
        -p dist

        env GOARCH=amd64 GOOS=linux CGO_ENABLED=0 go build -o dist/wren-launcher-linux
        main.go

        cd dist && chmod +x wren-launcher-linux && tar zcvf wren-launcher-linux.tar.gz
        wren-launcher-linux

        ', working-directory: ./wren-launcher}, {name: Build for Linux(arm64), run: 'mkdir
        -p dist

        env GOARCH=arm64 GOOS=linux CGO_ENABLED=0 go build -o dist/wren-launcher-linux-arm64
        main.go

        cd dist && chmod +x wren-launcher-linux-arm64 && tar zcvf wren-launcher-linux-arm64.tar.gz
        wren-launcher-linux-arm64

        ', working-directory: ./wren-launcher}, {name: Build for Windows, run: 'mkdir
        -p dist

        env GOARCH=amd64 GOOS=windows CGO_ENABLED=0 go build -o dist/wren-launcher-windows.exe
        main.go

        cd dist && zip wren-launcher-windows.zip wren-launcher-windows.exe

        ', working-directory: ./wren-launcher}, {env: {GITHUB_TOKEN: '${{ secrets.GITHUB_TOKEN
          }}'}, name: Create GitHub Release, uses: softprops/action-gh-release@v2,
      with: {files: './wren-launcher/dist/wren-launcher-darwin.tar.gz

          ./wren-launcher/dist/wren-launcher-linux.tar.gz

          ./wren-launcher/dist/wren-launcher-windows.zip

          ./wren-launcher/dist/wren-launcher-darwin-arm64.tar.gz

          ./wren-launcher/dist/wren-launcher-linux-arm64.tar.gz

          ', generate_release_notes: true, prerelease: true, tag_name: '${{ steps.parse_release_version.outputs.release_version
          }}'}}, {name: Comment with release link, run: ""release_url=\""https://github.com/${{\
        \ github.repository }}/releases/tag/${{ steps.parse_release_version.outputs.release_version\
        \ }}\""\ncurl -X POST -H \""Authorization: token ${{ secrets.GITHUB_TOKEN }}\""\
        \ \\\n-d \""{\\\""body\\\"": \\\""\U0001F680 A new release has been created! [View\
        \ Release](${release_url})\\\""}\"" \\\n\""https://api.github.com/repos/${{ github.repository\
        \ }}/issues/${{ github.event.issue.number }}/comments\""\n""}]}
","['build', 'release']",build|deploy_release,Canner__WrenAI,[build|deploy_release],Compiles Go binaries for multiple platforms (build) and creates GitHub Release with artifacts (deploy_release).,build|deploy_release,1.0,"[('[build|deploy_release]', '[STOP]')]"
dbfd68b7e980319a779e2e22dac325a31802afbe2cff161fbea9f3e3b85cab0d,validator,"{name: validate-pull-request-title, runs-on: ubuntu-latest, steps: [{name: validate
        pull request title, uses: kontrolplane/pull-request-title-validator@v1.3.1,
      with: {scopes: wren-ai-service, types: 'fix,feat,chore'}}]}
",['unknown'],lint_security,Canner__WrenAI,[lint_security],Validates pull request title format against defined conventions and scopes.,no_ops,2.0,"[('[lint_security]', ""ISSUE: The classification assigns `lint_security` but this job performs neither linting nor security checks. It validates pull request title format against conventional commit conventions.\n\nSUGGESTION: The correct classification should be `no_ops`. This job has no functional impact on the codebase—it only validates metadata (PR title format) and does not compile, test, deploy, or scan for vulnerabilities. It's a policy/format check with no operational consequence.""), ('[no_ops]\nReason: Validates PR title format only; no functional impact on codebase, compilation, testing, or deployment.', '[STOP]\n\nThe classification is correct. This job only validates pull request title formatting against conventional commit standards (checking scopes and types). It has no functional impact on the codebase, does not compile, test, deploy, or scan for security issues. It is purely a policy/format check with no operational consequence.')]"
