file_hash,job_name,job,SUGGESTED_WORKFLOW_TYPE,workflow_type,repository
88207ce9fc2788aec4a228a68722d48df0a9adc36cc0f806e1253429dbcc4092,check-version,"{defaults: {run: {shell: bash}}, name: Check if version has changed, outputs: {current-version: '${{
      steps.version-check.outputs.current-version }}', should-publish: '${{ steps.version-check.outputs.should-publish
      }}'}, runs-on: ubuntu-22.04, steps: [{name: Checkout, uses: actions/checkout@v6,
      with: {fetch-depth: 2}}, {id: version-check, name: Check if version changed,
      run: ""# Get current version from package.json\nCURRENT_VERSION=$(jq -r .version\
        \ openhands-ui/package.json)\necho \""current-version=$CURRENT_VERSION\"" >>\
        \ $GITHUB_OUTPUT\n\n# Check if package.json version changed in this commit\n\
        if git diff HEAD~1 HEAD --name-only | grep -q \""openhands-ui/package.json\""\
        ; then\n  # Check if the version field specifically changed\n  if git diff\
        \ HEAD~1 HEAD openhands-ui/package.json | grep -q '\""version\""'; then\n  \
        \  echo \""Version changed in package.json, will publish\""\n    echo \""should-publish=true\""\
        \ >> $GITHUB_OUTPUT\n  else\n    echo \""package.json changed but version did\
        \ not change, skipping publish\""\n    echo \""should-publish=false\"" >> $GITHUB_OUTPUT\n\
        \  fi\nelse\n  echo \""package.json did not change, skipping publish\""\n  echo\
        \ \""should-publish=false\"" >> $GITHUB_OUTPUT\nfi\n""}]}
",['release'],,OpenDevin__OpenDevin
88207ce9fc2788aec4a228a68722d48df0a9adc36cc0f806e1253429dbcc4092,publish,"{defaults: {run: {shell: bash}}, if: needs.check-version.outputs.should-publish ==
    'true', name: Publish to npm, needs: check-version, runs-on: ubuntu-22.04, steps: [
    {name: Checkout, uses: actions/checkout@v6}, {name: Setup Bun, uses: oven-sh/setup-bun@v2,
      with: {bun-version-file: openhands-ui/.bun-version}}, {name: Install dependencies,
      run: bun install --frozen-lockfile, working-directory: ./openhands-ui}, {name: Build
        package, run: bun run build, working-directory: ./openhands-ui}, {id: npm-check,
      name: Check if package already exists on npm, run: ""PACKAGE_NAME=$(jq -r .name\
        \ package.json)\nVERSION=\""${{ needs.check-version.outputs.current-version\
        \ }}\""\n\n# Check if this version already exists on npm\nif npm view \""$PACKAGE_NAME@$VERSION\""\
        \ version 2>/dev/null; then\n  echo \""Version $VERSION already exists on npm,\
        \ skipping publish\""\n  echo \""already-exists=true\"" >> $GITHUB_OUTPUT\nelse\n\
        \  echo \""Version $VERSION does not exist on npm, proceeding with publish\""\
        \n  echo \""already-exists=false\"" >> $GITHUB_OUTPUT\nfi\n"", working-directory: ./openhands-ui},
    {if: steps.npm-check.outputs.already-exists == 'false', name: Setup npm authentication,
      run: 'echo ""//registry.npmjs.org/:_authToken=${{ secrets.NPM_TOKEN }}"" > ~/.npmrc

        '}, {if: steps.npm-check.outputs.already-exists == 'false', name: Publish
        to npm, run: ""# The prepublishOnly script will run automatically and build\
        \ the package\nnpm publish\necho \""\u2705 Successfully published @openhands/ui@${{\
        \ needs.check-version.outputs.current-version }} to npm\""\n"", working-directory: ./openhands-ui}]}
",['release'],,OpenDevin__OpenDevin
8f3cad8dc5310c60d62ffff7626eae552271c7e88a48c2bf1b693ac4e21ee4a2,define-matrix,"{outputs: {architectures: '${{ steps.define-base-images.outputs.architectures }}',
    base_image: '${{ steps.define-base-images.outputs.base_image }}'}, runs-on: ubuntu-latest,
  steps: [{id: define-base-images, name: Define base images, run: ""architectures='[\""\
        amd64\"", \""arm64\""]'\nif [[ \""$GITHUB_EVENT_NAME\"" == \""pull_request\"" ]];\
        \ then\n  json=$(jq -n -c '[\n      { image: \""nikolaik/python-nodejs:python3.12-nodejs22-slim\""\
        , tag: \""nikolaik\"" }\n    ]')\nelse\n  json=$(jq -n -c '[\n      { image:\
        \ \""nikolaik/python-nodejs:python3.12-nodejs22-slim\"", tag: \""nikolaik\"" },\n\
        \      { image: \""ubuntu:24.04\"", tag: \""ubuntu\"" }\n    ]')\nfi\necho \""\
        base_image=$json\"" >> \""$GITHUB_OUTPUT\""\necho \""architectures=$architectures\""\
        \ >> \""$GITHUB_OUTPUT\""\n"", shell: bash}]}
","['test', 'build']",,OpenDevin__OpenDevin
8f3cad8dc5310c60d62ffff7626eae552271c7e88a48c2bf1b693ac4e21ee4a2,ghcr_build_app,"{if: '!(github.event_name == ''push'' && startsWith(github.ref, ''refs/tags/ext-v''))',
  name: 'Build App Image (${{ matrix.arch }})', needs: define-matrix, outputs: {base_tags: '${{
      steps.build.outputs.base_tags }}'}, permissions: {contents: read, packages: write},
  runs-on: '${{ matrix.arch == ''arm64'' && ''ubuntu-24.04-arm'' || ''ubuntu-22.04''
    }}', steps: [{name: Checkout, uses: actions/checkout@v6, with: {ref: '${{ github.event.pull_request.head.sha
          }}'}}, {name: Login to GHCR, uses: docker/login-action@v4, with: {password: '${{
          secrets.GITHUB_TOKEN }}', registry: ghcr.io, username: '${{ github.repository_owner
          }}'}}, {id: buildx, name: Set up Docker Buildx, uses: docker/setup-buildx-action@v3},
    {name: Lowercase Repository Owner, run: 'echo REPO_OWNER=$(echo ${{ github.repository_owner
        }} | tr ''[:upper:]'' ''[:lower:]'') >> $GITHUB_ENV

        '}, {id: build, if: '!github.event.pull_request.head.repo.fork', name: Build
        and push app image, run: './containers/build.sh -i openhands -o ${{ env.REPO_OWNER
        }} --push --arch ${{ matrix.arch }}


        # Output base tags (without arch suffix) for the merge job

        ./containers/build.sh -i openhands -o ${{ env.REPO_OWNER }} --arch ${{ matrix.arch
        }} --dry

        BASE_TAGS=$(jq -r ''.base_tags | join(""\n"")'' docker-build-dry.json)

        echo ""base_tags<<EOF"" >> ""$GITHUB_OUTPUT""

        echo ""$BASE_TAGS"" >> ""$GITHUB_OUTPUT""

        echo ""EOF"" >> ""$GITHUB_OUTPUT""

        '}], strategy: {matrix: {arch: '${{ fromJson(needs.define-matrix.outputs.architectures)
        }}'}}}
","['test', 'build']",,OpenDevin__OpenDevin
8f3cad8dc5310c60d62ffff7626eae552271c7e88a48c2bf1b693ac4e21ee4a2,ghcr_build_app_merge,"{if: github.event.pull_request.head.repo.fork != true, name: Merge App Multi-Arch
    Manifest, needs: [define-matrix, ghcr_build_app], permissions: {packages: write},
  runs-on: ubuntu-22.04, steps: [{name: Login to GHCR, uses: docker/login-action@v3,
      with: {password: '${{ secrets.GITHUB_TOKEN }}', registry: ghcr.io, username: '${{
          github.repository_owner }}'}}, {name: Set up Docker Buildx, uses: docker/setup-buildx-action@v3},
    {name: Merge multi-arch manifest, run: ""ARCHS='${{ join(fromJson(needs.define-matrix.outputs.architectures),\
        \ ' ') }}'\nTAGS=\""${{ needs.ghcr_build_app.outputs.base_tags }}\""\nwhile\
        \ IFS= read -r tag; do\n  [[ -z \""$tag\"" ]] && continue\n  sources=\""\""\n\
        \  for arch in $ARCHS; do\n    if ! docker buildx imagetools inspect \""${tag}-${arch}\""\
        \ > /dev/null 2>&1; then\n      echo \""::error::Missing image ${tag}-${arch}\""\
        \n      exit 1\n    fi\n    sources+=\"" ${tag}-${arch}\""\n  done\n  echo \""\
        Creating manifest for $tag from:$sources\""\n  docker buildx imagetools create\
        \ -t \""$tag\"" $sources\ndone <<< \""$TAGS\""\n""}]}
","['test', 'build']",,OpenDevin__OpenDevin
8f3cad8dc5310c60d62ffff7626eae552271c7e88a48c2bf1b693ac4e21ee4a2,ghcr_build_runtime,"{if: '!(github.event_name == ''push'' && startsWith(github.ref, ''refs/tags/ext-v''))',
  name: 'Build Runtime Image (${{ matrix.base_image.tag }}, ${{ matrix.arch }})',
  needs: define-matrix, outputs: {base_tags_nikolaik: '${{ steps.params.outputs.base_tags_nikolaik
      }}', base_tags_ubuntu: '${{ steps.params.outputs.base_tags_ubuntu }}'}, permissions: {
    contents: read, packages: write}, runs-on: '${{ matrix.arch == ''arm64'' && ''ubuntu-24.04-arm''
    || ''ubuntu-22.04'' }}', steps: [{name: Checkout, uses: actions/checkout@v6, with: {
        ref: '${{ github.event.pull_request.head.sha }}'}}, {name: Login to GHCR,
      uses: docker/login-action@v4, with: {password: '${{ secrets.GITHUB_TOKEN }}',
        registry: ghcr.io, username: '${{ github.repository_owner }}'}}, {id: buildx,
      name: Set up Docker Buildx, uses: docker/setup-buildx-action@v3}, {name: Install
        poetry via pipx, run: pipx install poetry}, {name: Set up Python, uses: actions/setup-python@v5,
      with: {cache: poetry, python-version: '3.12'}}, {name: Install Python dependencies
        using Poetry, run: make install-python-dependencies POETRY_GROUP=main INSTALL_PLAYWRIGHT=0},
    {name: Create source distribution and Dockerfile, run: 'poetry run python3 -m
        openhands.runtime.utils.runtime_build --base_image ${{ matrix.base_image.image
        }} --build_folder containers/runtime --force_rebuild'}, {name: Lowercase Repository
        Owner, run: 'echo REPO_OWNER=$(echo ${{ github.repository_owner }} | tr ''[:upper:]''
        ''[:lower:]'') >> $GITHUB_ENV

        '}, {name: Short SHA, run: 'echo SHORT_SHA=$(git rev-parse --short ""$RELEVANT_SHA"")
        >> $GITHUB_ENV

        '}, {id: params, if: github.event.pull_request.head.repo.fork != true, name: Determine
        docker build params, run: './containers/build.sh -i runtime -o ${{ env.REPO_OWNER
        }} -t ${{ matrix.base_image.tag }} --arch ${{ matrix.arch }} --dry


        DOCKER_BUILD_JSON=$(jq -c . < docker-build-dry.json)

        echo ""DOCKER_TAGS=$(echo ""$DOCKER_BUILD_JSON"" | jq -r ''.tags | join("","")'')""
        >> $GITHUB_ENV

        echo ""DOCKER_PLATFORM=$(echo ""$DOCKER_BUILD_JSON"" | jq -r ''.platform'')""
        >> $GITHUB_ENV

        echo ""DOCKER_BUILD_ARGS=$(echo ""$DOCKER_BUILD_JSON"" | jq -r ''.build_args
        | join("","")'')"" >> $GITHUB_ENV


        # Output base tags (without arch suffix) keyed by base_image tag for the merge
        job

        BASE_TAGS=$(echo ""$DOCKER_BUILD_JSON"" | jq -r ''.base_tags | join(""\n"")'')

        echo ""base_tags_${{ matrix.base_image.tag }}<<EOF"" >> ""$GITHUB_OUTPUT""

        echo ""$BASE_TAGS"" >> ""$GITHUB_OUTPUT""

        echo ""EOF"" >> ""$GITHUB_OUTPUT""

        ', shell: bash}, {if: github.event.pull_request.head.repo.fork != true, name: 'Build
        and push runtime image ${{ matrix.base_image.image }}', uses: docker/build-push-action@v6,
      with: {build-args: '${{ env.DOCKER_BUILD_ARGS }}', cache-from: 'type=registry,ref=ghcr.io/${{
          env.REPO_OWNER }}/runtime:buildcache-${{ matrix.base_image.tag }}-${{ matrix.arch
          }}', cache-to: 'type=registry,ref=ghcr.io/${{ env.REPO_OWNER }}/runtime:buildcache-${{
          matrix.base_image.tag }}-${{ matrix.arch }},mode=max', context: containers/runtime,
        platforms: '${{ env.DOCKER_PLATFORM }}', provenance: false, push: true, tags: '${{
          env.DOCKER_TAGS }}'}}, {if: github.event.pull_request.head.repo.fork, name: 'Build
        runtime image ${{ matrix.base_image.image }} for fork', uses: docker/build-push-action@v6,
      with: {context: containers/runtime, tags: 'ghcr.io/${{ env.REPO_OWNER }}/runtime:${{
          env.RELEVANT_SHA }}-${{ matrix.base_image.tag }}'}}, {if: github.event.pull_request.head.repo.fork,
      name: Upload runtime source for fork, uses: actions/upload-artifact@v7, with: {
        name: 'runtime-src-${{ matrix.base_image.tag }}-${{ matrix.arch }}', path: containers/runtime}}],
  strategy: {matrix: {arch: '${{ fromJson(needs.define-matrix.outputs.architectures)
        }}', base_image: '${{ fromJson(needs.define-matrix.outputs.base_image) }}'}}}
","['test', 'build']",,OpenDevin__OpenDevin
8f3cad8dc5310c60d62ffff7626eae552271c7e88a48c2bf1b693ac4e21ee4a2,ghcr_build_runtime_merge,"{if: github.event.pull_request.head.repo.fork != true, name: Merge Runtime Multi-Arch
    Manifest, needs: [define-matrix, ghcr_build_runtime], permissions: {packages: write},
  runs-on: ubuntu-22.04, steps: [{name: Login to GHCR, uses: docker/login-action@v3,
      with: {password: '${{ secrets.GITHUB_TOKEN }}', registry: ghcr.io, username: '${{
          github.repository_owner }}'}}, {name: Set up Docker Buildx, uses: docker/setup-buildx-action@v3},
    {name: Merge multi-arch manifests, run: ""ARCHS='${{ join(fromJson(needs.define-matrix.outputs.architectures),\
        \ ' ') }}'\n\n# Merge all runtime base_image variants\nfor variant_tags in\
        \ \\\n  \""${{ needs.ghcr_build_runtime.outputs.base_tags_nikolaik }}\"" \\\n\
        \  \""${{ needs.ghcr_build_runtime.outputs.base_tags_ubuntu }}\""; do\n  while\
        \ IFS= read -r tag; do\n    [[ -z \""$tag\"" ]] && continue\n    sources=\""\""\
        \n    for arch in $ARCHS; do\n      if ! docker buildx imagetools inspect\
        \ \""${tag}-${arch}\"" > /dev/null 2>&1; then\n        echo \""::error::Missing\
        \ image ${tag}-${arch}\""\n        exit 1\n      fi\n      sources+=\"" ${tag}-${arch}\""\
        \n    done\n    echo \""Creating manifest for $tag from:$sources\""\n    docker\
        \ buildx imagetools create -t \""$tag\"" $sources\n  done <<< \""$variant_tags\""\
        \ndone\n""}]}
","['test', 'build']",,OpenDevin__OpenDevin
8f3cad8dc5310c60d62ffff7626eae552271c7e88a48c2bf1b693ac4e21ee4a2,ghcr_build_enterprise,"{if: github.event.pull_request.head.repo.fork != true, name: 'Push Enterprise Image
    (${{ matrix.arch }})', needs: [define-matrix, ghcr_build_app_merge], outputs: {
    base_tags: '${{ steps.meta_base.outputs.tags }}'}, permissions: {contents: read,
    packages: write}, runs-on: '${{ matrix.arch == ''arm64'' && ''ubuntu-24.04-arm''
    || ''ubuntu-22.04'' }}', steps: [{name: Checkout, uses: actions/checkout@v6, with: {
        ref: '${{ github.event.pull_request.head.sha }}'}}, {name: Set up Docker Buildx,
      uses: docker/setup-buildx-action@v3, with: {driver-opts: network=host}}, {name: Login
        to GHCR, uses: docker/login-action@v4, with: {password: '${{ secrets.GITHUB_TOKEN
          }}', registry: ghcr.io, username: '${{ github.repository_owner }}'}}, {
      env: {DOCKER_METADATA_PR_HEAD_SHA: true}, id: meta, name: 'Extract metadata
        (tags, labels) for Docker', uses: docker/metadata-action@v6, with: {flavor: 'latest=auto

          prefix=

          suffix=-${{ matrix.arch }}

          ', images: ghcr.io/openhands/enterprise-server, tags: 'type=ref,event=branch

          type=ref,event=pr

          type=sha

          type=sha,format=long

          type=semver,pattern={{version}}

          type=semver,pattern={{major}}.{{minor}}

          type=semver,pattern={{major}}

          type=match,pattern=cloud-\d+\.\d+\.\d+

          '}}, {env: {DOCKER_METADATA_PR_HEAD_SHA: true}, id: meta_base, name: Extract
        base metadata for merge, uses: docker/metadata-action@v5, with: {flavor: 'latest=auto

          prefix=

          suffix=

          ', images: ghcr.io/openhands/enterprise-server, tags: 'type=ref,event=branch

          type=ref,event=pr

          type=sha

          type=sha,format=long

          type=semver,pattern={{version}}

          type=semver,pattern={{major}}.{{minor}}

          type=semver,pattern={{major}}

          type=match,pattern=cloud-\d+\.\d+\.\d+

          '}}, {name: Determine app image tag, run: '# Use the commit SHA to pin the
        exact app image built by ghcr_build_app,

        # rather than a mutable branch tag like ""main"" which can serve stale cached
        layers.

        echo ""OPENHANDS_DOCKER_TAG=${RELEVANT_SHA}"" >> $GITHUB_ENV

        ', shell: bash}, {name: Build and push Docker image, uses: docker/build-push-action@v6,
      with: {build-args: 'OPENHANDS_VERSION=${{ env.OPENHANDS_DOCKER_TAG }}

          ', context: ., file: enterprise/Dockerfile, labels: '${{ steps.meta.outputs.labels
          }}', platforms: 'linux/${{ matrix.arch }}', provenance: true, push: true,
        sbom: true, tags: '${{ steps.meta.outputs.tags }}'}}], strategy: {matrix: {
      arch: '${{ fromJson(needs.define-matrix.outputs.architectures) }}'}}}
","['test', 'build']",,OpenDevin__OpenDevin
8f3cad8dc5310c60d62ffff7626eae552271c7e88a48c2bf1b693ac4e21ee4a2,ghcr_build_enterprise_merge,"{if: github.event.pull_request.head.repo.fork != true, name: Merge Enterprise Multi-Arch
    Manifest, needs: [define-matrix, ghcr_build_enterprise], permissions: {packages: write},
  runs-on: ubuntu-22.04, steps: [{name: Login to GHCR, uses: docker/login-action@v3,
      with: {password: '${{ secrets.GITHUB_TOKEN }}', registry: ghcr.io, username: '${{
          github.repository_owner }}'}}, {name: Set up Docker Buildx, uses: docker/setup-buildx-action@v3},
    {name: Merge multi-arch manifest, run: ""ARCHS='${{ join(fromJson(needs.define-matrix.outputs.architectures),\
        \ ' ') }}'\nTAGS=\""${{ needs.ghcr_build_enterprise.outputs.base_tags }}\""\n\
        while IFS= read -r tag; do\n  [[ -z \""$tag\"" ]] && continue\n  sources=\""\""\
        \n  for arch in $ARCHS; do\n    if ! docker buildx imagetools inspect \""${tag}-${arch}\""\
        \ > /dev/null 2>&1; then\n      echo \""::error::Missing image ${tag}-${arch}\""\
        \n      exit 1\n    fi\n    sources+=\"" ${tag}-${arch}\""\n  done\n  echo \""\
        Creating manifest for $tag from:$sources\""\n  docker buildx imagetools create\
        \ -t \""$tag\"" $sources\ndone <<< \""$TAGS\""\n""}]}
","['test', 'build']",,OpenDevin__OpenDevin
8f3cad8dc5310c60d62ffff7626eae552271c7e88a48c2bf1b693ac4e21ee4a2,runtime_tests_check_success,"{name: All Runtime Tests Passed, runs-on: ubuntu-22.04, steps: [{name: All tests passed,
      run: echo ""All runtime tests have passed successfully!""}]}
","['test', 'build']",,OpenDevin__OpenDevin
8f3cad8dc5310c60d62ffff7626eae552271c7e88a48c2bf1b693ac4e21ee4a2,update_pr_description,"{if: 'github.event_name == ''pull_request'' && !github.event.pull_request.head.repo.fork
    && github.actor != ''dependabot[bot]''', name: Update PR Description, needs: [
    ghcr_build_runtime_merge], runs-on: ubuntu-22.04, steps: [{name: Checkout, uses: actions/checkout@v6},
    {id: short_sha, name: Get short SHA, run: 'echo ""SHORT_SHA=$(echo ${{ github.event.pull_request.head.sha
        }} | cut -c1-7)"" >> $GITHUB_OUTPUT'}, {env: {GH_TOKEN: '${{ secrets.GITHUB_TOKEN
          }}', PR_NUMBER: '${{ github.event.pull_request.number }}', REPO: '${{ github.repository
          }}', SHORT_SHA: '${{ steps.short_sha.outputs.SHORT_SHA }}'}, name: Update
        PR Description, run: 'echo ""Updating PR description with Docker and uvx commands""

        bash ${GITHUB_WORKSPACE}/.github/scripts/update_pr_description.sh

        ', shell: bash}]}
","['test', 'build']",,OpenDevin__OpenDevin
9ba87ef59720fabb80e0a49b8b22830bb23425cae28c23e96ab897ce5df5eeb8,fe-test,"{name: FE Unit Tests, runs-on: ubuntu-22.04, steps: [{name: Checkout, uses: actions/checkout@v6},
    {name: Set up Node.js, uses: actions/setup-node@v4, with: {cache: npm, cache-dependency-path: frontend/package-lock.json,
        node-version: '${{ matrix.node-version }}'}}, {name: Install dependencies,
      run: npm ci, working-directory: ./frontend}, {name: Run TypeScript compilation,
      run: npm run build, working-directory: ./frontend}, {name: Run tests and collect
        coverage, run: 'npm run test:coverage', working-directory: ./frontend}], strategy: {
    fail-fast: true, matrix: {node-version: [22]}}}
","['test', 'build']",,OpenDevin__OpenDevin
aaebb16b67fd417f2e0aab2dd5cdbd4586e34c36cb9b70acacbf0c8226e9b82f,check-package-versions,"{runs-on: ubuntu-latest, steps: [{name: Checkout repository, uses: actions/checkout@v6},
    {name: Set up Python, uses: actions/setup-python@v6, with: {python-version: '3.12'}},
    {name: Check for any 'rev' fields in pyproject.toml, run: ""python - <<'PY'\nimport\
        \ sys, tomllib, pathlib\n\npath = pathlib.Path(\""pyproject.toml\"")\nif not\
        \ path.exists():\n    print(\""\u274C ERROR: pyproject.toml not found\"")\n\
        \    sys.exit(1)\n\ntry:\n    data = tomllib.loads(path.read_text(encoding=\""\
        utf-8\""))\nexcept Exception as e:\n    print(f\""\u274C ERROR: Failed to parse\
        \ pyproject.toml: {e}\"")\n    sys.exit(1)\n\npoetry = data.get(\""tool\"", {}).get(\""\
        poetry\"", {})\nsections = {\n    \""dependencies\"": poetry.get(\""dependencies\""\
        , {}),\n}\n\nerrors = []\n\nprint(\""\U0001F50D Checking for any dependencies\
        \ with 'rev' fields...\\n\"")\nfor section_name, deps in sections.items():\n\
        \    if not isinstance(deps, dict):\n        continue\n\n    for pkg_name,\
        \ cfg in deps.items():\n        if isinstance(cfg, dict) and \""rev\"" in cfg:\n\
        \            msg = f\""  \u2716 {pkg_name} in [{section_name}] uses rev='{cfg['rev']}'\
        \ (NOT ALLOWED)\""\n            print(msg)\n            errors.append(msg)\n\
        \        else:\n            print(f\""  \u2022 {pkg_name}: OK\"")\n\nif errors:\n\
        \    print(\""\\n\u274C FAILED: Found dependencies using 'rev' fields:\\n\""\
        \ + \""\\n\"".join(errors))\n    print(\""\\nPlease use versioned releases instead,\
        \ e.g.:\"")\n    print('  my-package = \""1.0.0\""')\n    sys.exit(1)\n\nprint(\""\
        \\n\u2705 SUCCESS: No 'rev' fields found. All dependencies are using proper\
        \ versioned releases.\"")\nPY\n""}]}
",['unknown'],,OpenDevin__OpenDevin
b66a7d9ac63d6fbb6ac218f080600107842029a965914c8ff4c3bae2448e6a31,fe-e2e-test,"{name: FE E2E Tests, runs-on: ubuntu-22.04, steps: [{name: Checkout, uses: actions/checkout@v6},
    {name: Set up Node.js, uses: actions/setup-node@v4, with: {cache: npm, cache-dependency-path: frontend/package-lock.json,
        node-version: '${{ matrix.node-version }}'}}, {name: Install dependencies,
      run: npm ci, working-directory: ./frontend}, {name: Install Playwright browsers,
      run: npx playwright install --with-deps chromium, working-directory: ./frontend},
    {name: Run Playwright tests, run: npx playwright test --project=chromium, working-directory: ./frontend},
    {if: always(), name: Upload Playwright report, uses: actions/upload-artifact@v7,
      with: {name: playwright-report, path: frontend/playwright-report/, retention-days: 30}}],
  strategy: {fail-fast: true, matrix: {node-version: [22]}}}
","['test', 'build']",,OpenDevin__OpenDevin
d48f0a1f32b87e76cf7702db9322f8a845f1dd2cf230a3112cde5ce0b7ccf0e5,release,"{if: '(github.event_name == ''workflow_dispatch'' && github.event.inputs.reason ==
    ''app server'')

    || (github.event_name == ''push'' && startsWith(github.ref, ''refs/tags/'') &&
    !contains(github.ref, ''-cli'') && !startsWith(github.ref, ''refs/tags/cloud-''))

    ', runs-on: ubuntu-22.04, steps: [{uses: actions/checkout@v6}, {uses: actions/setup-python@v5,
      with: {python-version: 3.12}}, {name: Install Poetry, uses: snok/install-poetry@v1.4.1,
      with: {virtualenvs-in-project: true, virtualenvs-path: ~/.virtualenvs}}, {name: Install
        Poetry Dependencies, run: poetry install --no-interaction --no-root}, {name: Build
        poetry project, run: ./build.sh}, {name: publish, run: 'poetry publish -u
        __token__ -p ${{ secrets.PYPI_TOKEN }}'}]}
",['unknown'],,OpenDevin__OpenDevin
f892a41d9c5f683721642fe3f40d825414e27e6d0755bb3766757a85f26b23ab,stale,"{if: github.repository == 'OpenHands/OpenHands', runs-on: ubuntu-22.04, steps: [{
      uses: actions/stale@v10, with: {close-issue-message: This issue was automatically
          closed due to 50 days of inactivity. We do this to help keep the issues
          somewhat manageable and focus on active issues., close-pr-message: 'This
          PR was closed because it had no activity for 50 days. If you feel this was
          closed in error, and you would like to continue the PR, please resubmit
          or let us know.', days-before-close: 10, days-before-stale: 40, exempt-issue-labels: 'roadmap,backlog,app-team',
        operations-per-run: 300, stale-issue-message: 'This issue is stale because
          it has been open for 40 days with no activity. Remove the stale label or
          leave a comment, otherwise it will be closed in 10 days.', stale-pr-message: 'This
          PR is stale because it has been open for 40 days with no activity. Remove
          the stale label or leave a comment, otherwise it will be closed in 10 days.'}}]}
",['unknown'],,OpenDevin__OpenDevin
0a0057c93f1503606f55a0f14ff7095abd6b41b468bb2e8bfb51dd5095473b83,deploy,"{runs-on: ubuntu-latest, steps: [{uses: actions/checkout@v3}, {name: Set up Python,
      uses: actions/setup-python@v3, with: {python-version: '3.8'}}, {name: Install
        dependencies, run: 'python -m pip install --upgrade pip

        pip install setuptools wheel twine

        '}, {name: Build and check package, run: 'python setup.py sdist bdist_wheel

        twine check dist/*

        '}, {name: Upload to PyPi, uses: pypa/gh-action-pypi-publish@v1.4.2, with: {
        password: '${{ secrets.PYPI_API_TOKEN }}', user: __token__}}]}
",['unknown'],,OthersideAI__self-operating-computer
4e1470a50d336255e9263838cd8a771ef21fa65c3b85909d91061085b009d8ae,build,"{runs-on: '${{ matrix.os }}', steps: [{uses: actions/checkout@v4}, {name: 'Set up
        Python ${{ matrix.python-version }}', uses: actions/setup-python@v4, with: {
        python-version: '${{ matrix.python-version }}'}}, {name: Install dependencies,
      run: 'python -m pip install poetry

        poetry install --with=dev

        '}, {name: Lint with ruff, run: poetry run ruff check --output-format github},
    {name: Check code style with ruff, run: poetry run ruff format --check --diff},
    {name: Test with pytest, run: poetry run pytest}], strategy: {fail-fast: false,
    matrix: {os: [ubuntu-latest, macos-latest, windows-latest], python-version: [
        '3.9', '3.12']}}, timeout-minutes: 10}
","['lint', 'test']",,Pythagora-io__gpt-pilot
76d87b73abe3bb4efb937d91dada93c703418e883b3f9630fc6da5008d1b2066,get-versions,"{outputs: {combined_tag: '${{ steps.generate-tag.outputs.combined_tag }}', core_sha: '${{
      steps.get-core-sha.outputs.core_sha }}', extension_sha: '${{ steps.get-extension-sha.outputs.extension_sha
      }}'}, runs-on: ubuntu-latest, steps: [{name: Checkout Extension, uses: actions/checkout@v4,
      with: {fetch-depth: 0, path: tmp_extension, ref: '${{ inputs.extension_commit_sha
          || inputs.extension_branch }}', repository: Pythagora-io/gpt-pilot-vs-code-extension,
        token: '${{ secrets.GH_PAT }}'}}, {id: get-extension-sha, name: Get extension
        SHA, run: 'cd tmp_extension

        SHA=$(git rev-parse HEAD)

        echo ""Extension SHA: $SHA""

        echo ""extension_sha=$SHA"" >> $GITHUB_OUTPUT

        cd ..

        '}, {name: Checkout Core, uses: actions/checkout@v4, with: {fetch-depth: 0,
        path: tmp_core, ref: '${{ inputs.core_commit_sha || inputs.core_branch }}',
        repository: Pythagora-io/pythagora-v1, token: '${{ secrets.GH_PAT }}'}}, {
      id: get-core-sha, name: Get core SHA, run: 'cd tmp_core

        SHA=$(git rev-parse HEAD)

        echo ""Core SHA: $SHA""

        echo ""core_sha=$SHA"" >> $GITHUB_OUTPUT

        cd ..

        '}, {id: generate-tag, name: Generate combined image tag, run: 'EXT_SHORT=$(echo
        ""${{ steps.get-extension-sha.outputs.extension_sha }}"" | cut -c1-7)

        CORE_SHORT=$(echo ""${{ steps.get-core-sha.outputs.core_sha }}"" | cut -c1-7)

        TAG=""ext-${EXT_SHORT}_core-${CORE_SHORT}""

        echo ""Combined tag: $TAG""

        echo ""combined_tag=$TAG"" >> $GITHUB_OUTPUT

        '}]}
","['build', 'deploy']",,Pythagora-io__gpt-pilot
